,sel_freq,t_stat,sign,sign_stability,dominant_sign_label,ic_mean,ic_std,n_pos,n_neg,n_zero,feat_w
dolvol,0.11842105263157894,4.689223175756762,1,0.8026315789473685,+,0.018248865400828387,0.02072380783631486,61,15,0,0.550100457329786
turnover_126d,0.9342105263157895,-5.229306783151116,-1,0.8157894736842105,-,-0.02456853507535111,0.02592367451420406,14,62,0,0.9617765724775145
ami_126d,0.7236842105263158,-8.082660800818173,-1,0.9342105263157895,-,-0.028911908137238512,0.019402724262846723,5,71,0,0.861533352463175
bidaskhl_21d,0.9868421052631579,-11.702576381608385,-1,0.9605263157894737,-,-0.0645770900505178,0.029760894306598108,3,73,0,0.9934127802213921
qmj,0.42105263157894735,14.77017262796194,1,1.0,+,0.03314489378777891,0.012488802617297186,76,0,0,0.7105259308474158
f_score,0.09210526315789473,7.812528266250967,1,0.9210526315789473,+,0.02688273925356769,0.017881321573921593,70,6,0,0.5456481615094948
o_score,0.3815789473684211,-12.534501422359261,-1,0.9868421052631579,-,-0.04175895429794491,0.01734882096109351,1,75,0,0.6907858734261177
z_score,0.5,1.9146298518756886,1,0.7105263157894737,+,0.007910055215235657,0.020392035848517558,54,22,0,0.6215383947284274
oaccruals_at,0.23684210526315788,-0.28140181794046704,-1,0.5526315789473685,-,-0.0008883319016438533,0.015758165352411566,34,42,0,0.18831091735675615
taccruals_at,0.06578947368421052,1.5098961347373645,1,0.618421052631579,+,0.004708951496641889,0.015401474837077288,47,29,0,0.3519405503535081
cash_at,0.7631578947368421,-3.452065345562614,-1,0.8157894736842105,-,-0.0189402767731561,0.027442320145080135,14,62,0,0.8508716213735135
chcsho_12m,0.0,-7.917091818941628,-1,0.9342105263157895,-,-0.03484685071333144,0.02296655497423724,5,71,0,0.49963567207872184
eqnpo_12m,1.0,12.14990197661193,1,0.9868421052631579,+,0.05453317342544979,0.024002256467929126,75,1,0,0.9999947111369812
netis_at,0.6973684210526315,-7.934869740237651,-1,0.9473684210526315,-,-0.03568360226582737,0.023131804209970568,4,72,0,0.8483263000663817
age,1.0,8.138675743125901,1,0.9736842105263158,+,0.03190426736937592,0.02086474348774692,74,2,0,0.9997080615962916
at_me,0.5394736842105263,2.6468159679707717,1,0.75,+,0.014891526794625368,0.028178848018405405,57,19,0,0.7035513151164595
niq_su,0.9605263157894737,4.746890672246415,1,0.8947368421052632,+,0.010311689672636798,0.011751598804451207,68,8,0,0.9716591905881097
mispricing_mgmt,0.9736842105263158,9.759580457792502,1,0.9473684210526315,+,0.026098972730868645,0.014322219464048595,72,4,0,0.9867843697558039
