start_month,tr_end_month,model,r2,ann_ret,sharpe,ic_mean,ic_std,t_stat
2018-01,2019-01,Ridge_all,-0.025038484335216715,0.06907482878123357,2.877266120406132,0.07539887335763422,0.06651599226332976,1.9633576083757929
2018-01,2019-01,Ridge_pca,0.0015527860541565408,0.025615716290344044,1.4201764653935194,0.057074014859642565,0.0420534637423437,2.3507003878328496
2018-01,2019-01,Ridge_sel,-0.0253379953088968,0.04602791683032091,1.726084181847083,0.06126511167370819,0.07287871210279082,1.456039535942625
2018-01,2019-01,XGB_all,-0.08415371621914836,0.018648252351562367,0.6531317259865445,0.027141969287036827,0.07366551335915206,0.6381720248581043
2018-01,2019-01,XGB_pca,-0.001778550987126204,0.012003082556663661,0.38148000661795517,0.03954007151786252,0.07968279071487798,0.8594755804788559
2018-01,2019-01,XGB_sel,-0.17869809665295966,0.00033890063007949514,0.01078517388914518,0.006440810010713204,0.07789094356264158,0.14322345667159328
2018-04,2019-04,Ridge_all,0.009362255035113676,0.0649657242732804,2.6759664888556047,0.05722310974400102,0.07306898174843282,1.3564351257135896
2018-04,2019-04,Ridge_pca,-0.0011415535198451288,-0.0008629894558903062,-0.038929853254000384,0.0278439187539095,0.03620238864371627,1.332151931692
2018-04,2019-04,Ridge_sel,0.011272801780632169,0.10052381701093632,10.019349900267933,0.08647437369941689,0.054376121701155654,2.754481270717486
2018-04,2019-04,XGB_all,-0.0068347784173861115,0.1108276538047322,8.310706568836752,0.09890815520807901,0.034895203449830915,4.9093839028507285
2018-04,2019-04,XGB_pca,-0.004194618959888707,-0.024543200079396546,-0.565473840222403,0.007034820352896376,0.09741850015417282,0.12507548621722672
2018-04,2019-04,XGB_sel,-0.020408747527878246,0.11438133646686113,3.8584220694269455,0.09084253681927774,0.06259591461784182,2.513644703812467
2018-07,2019-07,Ridge_all,0.00969665956076804,0.08857913545277882,3.2441998672076915,0.08311126833809736,0.0785202510560606,1.8333224551243223
2018-07,2019-07,Ridge_pca,0.0048101995576014245,0.13401945207826566,3.4859233739338977,0.11399879450048322,0.08527246221402371,2.315538908456287
2018-07,2019-07,Ridge_sel,-0.004854603061587914,0.022682467260420613,0.6206957058905184,0.03352572129635773,0.08842919101259533,0.6566638457363543
2018-07,2019-07,XGB_all,-0.03905690049014332,0.06466981127524023,3.6524183412628144,0.0743695321696596,0.04499376976453307,2.8628809927928307
2018-07,2019-07,XGB_pca,-0.013348084528717497,0.10217450840235745,4.870989243864203,0.09112767575464065,0.05371244301743206,2.938569826948195
2018-07,2019-07,XGB_sel,-0.05881762122727907,0.013129874017177544,3.3129064811610336,0.03643946861545806,0.020840020502229852,3.0285484141453543
2018-10,2019-10,Ridge_all,-0.00021918356419026175,0.09147426074598466,3.6052205666116337,0.10432766035714779,0.04406332364435235,4.100934596578712
2018-10,2019-10,Ridge_pca,-0.003639199749782218,-0.03758114424795121,-3.1423399688230216,0.041720537092652867,0.016533748873696102,4.370581077259496
2018-10,2019-10,Ridge_sel,0.006019570929844065,0.10298554716780481,3.050551209384446,0.0982374485139458,0.07746026725917039,2.1966391035391344
2018-10,2019-10,XGB_all,-0.0057704308640036395,0.05749930471702241,1.2193768466708916,0.07804020003042422,0.10192255007172875,1.3261990736142923
2018-10,2019-10,XGB_pca,-0.5691434235331803,-0.010208528796068466,-0.5578701127117937,0.048185726558794224,0.026174102365969596,3.188652868874074
2018-10,2019-10,XGB_sel,-0.004060283217743876,0.0474112692229928,1.2856163577258495,0.06263481898476203,0.0741411132900044,1.4632460181726665
2019-01,2020-01,Ridge_all,0.0306027780950221,0.06086059326013515,4.471859208728254,0.07039870683737322,0.06063393652851407,2.010988301446261
2019-01,2020-01,Ridge_pca,-0.007837905997233996,-0.04640207356877521,-0.355385033725063,0.02078420217293304,0.1851295830269676,0.1944545737623117
2019-01,2020-01,Ridge_sel,0.009082494323892965,0.05424740635303135,1.1402037663810805,0.051065538959212085,0.059889572835328767,1.4768532117675723
2019-01,2020-01,XGB_all,-0.008345467090345338,0.14253598094022774,7.048544129377328,0.08435373352165536,0.03750553474470656,3.895557102762118
2019-01,2020-01,XGB_pca,-0.010558535727646534,0.02234392771410597,0.30430769652041534,0.022378420211581027,0.1165397300022091,0.3325952514121138
2019-01,2020-01,XGB_sel,-0.010335800263164607,0.0701927249550097,3.1855332860068093,0.05384302699263518,0.032936948600970246,2.8314358902633567
2019-04,2020-04,Ridge_all,0.010714631504855188,-0.03205899778212311,-1.2673279025758422,0.009666443791379134,0.06534905624290534,0.25620525739413536
2019-04,2020-04,Ridge_pca,0.03242228728897689,0.08203950149373304,4.757307850718039,-0.013739289979219355,0.050360945740641115,-0.47253179927329375
2019-04,2020-04,Ridge_sel,-0.005011433975212531,0.004796786276019195,0.18732206208864544,-0.00011554666515827562,0.05004764516097894,-0.003998843383251147
2019-04,2020-04,XGB_all,0.009221664981876376,-0.01220373766575545,-0.3339414322367965,-0.002193273623561411,0.04473332680885376,-0.08492239727981013
2019-04,2020-04,XGB_pca,-0.011998760361164207,-0.036420264189090654,-1.7538539528519668,-0.053101769000040655,0.05066582560477536,-1.8153254344914407
2019-04,2020-04,XGB_sel,0.011695014965802275,-0.10810994648051098,-3.508427423377929,-0.035284975422591916,0.061903325333527506,-0.9872711982186128
2019-07,2020-07,Ridge_all,-0.03900519250176204,0.009618052455290592,0.20937960893925547,-0.01572040653836001,0.09317521385667944,-0.2922294643933954
2019-07,2020-07,Ridge_pca,-0.024626187448687942,0.042767204459382195,1.0686366515008492,-0.042140475433336176,0.07267957726384754,-1.0042634706125755
