,ann_ret,ann_vol,sharpe,ic_mean,ic_std,t_stat
ridge_all,0.040120759629172664,0.04003249030798263,1.0022049420485948,0.034319307363823395,0.09055801657752055,3.1933078361064067
ridge_pca,0.04536312391188642,0.05152766244347605,0.8803644830899926,0.03758257464018551,0.10051959378584223,3.1503947723312953
ridge_sel,0.03732125056372171,0.04367124092639441,0.854595605071647,0.03313992463664571,0.09554242405208901,2.922701315469171
xgb_all,0.06552415581416432,0.038244559230920426,1.7132935280683939,0.03820931688155604,0.08168223391635042,3.9415844956500448
xgb_pca,0.04963544815934101,0.039327569080358456,1.2621031332478332,0.029967504211312886,0.08347447802910637,3.0250045855305467
xgb_sel,0.05214059154076883,0.03890243623768582,1.34029116382842,0.029707555616171832,0.07971786335868793,3.140078051145479
market,0.05881929957688808,0.1895904570236147,0.3102439885440107,,,
