start_month,tr_end_month,model,r2,ann_ret,sharpe,ic_mean,ic_std,t_stat
2017-01,2019-01,Ridge_all,-0.0007020322094744014,0.05205995981405674,8.138971528633723,0.0717422003426797,0.024257607998249688,5.122563446868819
2017-01,2019-01,Ridge_pca,-0.003296849817964631,0.042924893925723386,2.5572438666614152,0.049592140895539684,0.05015126485457908,1.7127406045741291
2017-01,2019-01,Ridge_sel,-0.005050678932606134,0.038519791791618296,3.372485472309926,0.04434531493984354,0.03776620400280874,2.033784982672334
2017-01,2019-01,XGB_all,-0.04479438850661088,0.05345248839446115,3.6654794280911625,0.049905295421899344,0.03910960123841228,2.210160791733331
2017-01,2019-01,XGB_pca,-0.657459050986128,0.026079996935208002,1.8686597744592697,0.03217968937846266,0.03773304000939565,1.477136667530716
2017-01,2019-01,XGB_sel,-0.008846402542757703,0.053768282889411545,2.1618515816457147,0.041059518087741435,0.05270593847460242,1.3493198967803397
2017-04,2019-04,Ridge_all,0.004031669989543074,0.17502346923303091,11.630157168341695,0.13546960858310494,0.02735063108219019,8.578970051634254
2017-04,2019-04,Ridge_pca,0.005705424640915724,0.1578590575358913,13.261324021631184,0.11632615754784897,0.03311085667904447,6.08509822247072
2017-04,2019-04,Ridge_sel,0.010594534281193946,0.1721991878306816,14.316521189383517,0.12933580871139738,0.019907437449622836,11.25288940342213
2017-04,2019-04,XGB_all,0.0006222774133550768,0.1420353627223795,11.261001778893682,0.1115767400321635,0.030632705998101917,6.3088315701063475
2017-04,2019-04,XGB_pca,0.00034870194349345685,0.12339803007145031,12.161971743136913,0.09318307563325763,0.00820294951681,19.675583894742868
2017-04,2019-04,XGB_sel,0.0015610930433934689,0.12662356300376945,7.855722297961808,0.10125410405089662,0.04383681093043835,4.000684560957521
2017-07,2019-07,Ridge_all,0.002001315830994832,0.09113029592111208,4.356503743370819,0.08284113352194762,0.059133273839909906,2.4264689387072362
2017-07,2019-07,Ridge_pca,0.002665778584134193,0.08600176421564029,3.9799853421602007,0.0648683631200316,0.06046699918003231,1.8581259571555584
2017-07,2019-07,Ridge_sel,-0.002796065890142474,0.047394228828150156,21.66806482015824,0.04604608666432821,0.005979392342408784,13.338171677861066
2017-07,2019-07,XGB_all,-0.014908335892068525,0.043400988148259934,4.273014454850163,0.045958510436606224,0.03967612071336285,2.0063069091726122
2017-07,2019-07,XGB_pca,0.002950618829501761,0.10662835704866813,4.983263095872417,0.0830070965828076,0.06189915188280126,2.3226894763019685
2017-07,2019-07,XGB_sel,-0.03435650673571833,0.00017601720280945032,0.036256010523028064,0.01614982569075836,0.027777798322649604,1.0070027258771768
2017-10,2019-10,Ridge_all,0.0008208415437404026,0.03021633128945063,0.8641558530006803,0.08962890843384112,0.07874830205508114,1.9713672445377466
2017-10,2019-10,Ridge_pca,0.004575088126300364,0.058230825419538695,2.0427490419089662,0.07334355856391127,0.06985995728877621,1.8184203765753995
2017-10,2019-10,Ridge_sel,-0.0012771927571375574,0.0829771241324406,6.6277466709139405,0.08496738058091839,0.018090367517739372,8.135148166994364
2017-10,2019-10,XGB_all,0.0036364099467273148,0.07063829471854571,1.6646060336440336,0.08893557115734514,0.08927822673356205,1.725403085170944
2017-10,2019-10,XGB_pca,-0.006310466624169342,-0.030949738521074004,-1.561626512050108,0.03333422538374235,0.036264685085315496,1.5920880564594488
