,sel_freq,t_stat,sign,sign_stability,dominant_sign_label,ic_mean,ic_std,n_pos,n_neg,n_zero,feat_w
ivol_ff3_21d,0.11842105263157894,-13.357007173424892,-1,1.0,-,-0.0708426862289741,0.029141249401262722,0,76,0,0.5592089446132827
rvol_21d,0.7894736842105263,-11.837335074920276,-1,0.9736842105263158,-,-0.06654586514989409,0.03125095030572424,2,74,0,0.8947296126170035
rmax1_21d,0.6710526315789473,-12.316491670762657,-1,0.9736842105263158,-,-0.06107468537117695,0.02758333464111931,2,74,0,0.8355218385153357
rmax5_21d,0.17105263157894737,-12.14748175689399,-1,0.9605263157894737,-,-0.06441535940653534,0.02953903567720268,3,73,0,0.5855210141108103
rmax5_rvol_21d,0.9868421052631579,-3.615152529835692,-1,0.8026315789473685,-,-0.013221001475137056,0.01820347348779023,15,61,0,0.9672135505196966
dolvol,0.9473684210526315,4.6892231583280966,1,0.8026315789473685,+,0.018248865398493786,0.020723807895662104,61,15,0,0.9645741413829823
turnover_126d,0.9736842105263158,-5.229306783151116,-1,0.8157894736842105,-,-0.02456853507535111,0.02592367451420406,14,62,0,0.9815134145827775
ami_126d,0.8157894736842105,-8.082660800818173,-1,0.9342105263157895,-,-0.028911908137238512,0.019402724262846723,5,71,0,0.9075859840421223
bidaskhl_21d,1.0,-11.702576381608385,-1,0.9605263157894737,-,-0.0645770900505178,0.029760894306598108,3,73,0,0.9999917275898133
qmj,0.2236842105263158,14.77017262796194,1,1.0,+,0.03314489378777891,0.012488802617297186,76,0,0,0.6118417203211
f_score,0.02631578947368421,7.812528266250967,1,0.9210526315789473,+,0.02688273925356769,0.017881321573921593,70,6,0,0.5127534246673896
o_score,0.3026315789473684,-12.534501422359261,-1,0.9868421052631579,-,-0.04175895429794491,0.01734882096109351,1,75,0,0.6513121892155914
z_score,0.3026315789473684,1.9146298518756886,1,0.7105263157894737,+,0.007910055215235657,0.020392035848517558,54,22,0,0.5228541842021116
oaccruals_at,0.9473684210526315,-0.28140182713557005,-1,0.5526315789473685,-,-0.000888331924390793,0.015758165229786247,34,42,0,0.5435740775053544
taccruals_at,0.9342105263157895,1.5098961347373645,1,0.618421052631579,+,0.004708951496641889,0.015401474837077288,47,29,0,0.7861510766692976
cash_at,0.9473684210526315,-3.4520653455626134,-1,0.8157894736842105,-,-0.0189402767731561,0.027442320145080135,14,62,0,0.9429768845314082
chcsho_12m,0.0,-7.917091785459952,-1,0.9342105263157895,-,-0.03484685066412029,0.02296655501327232,5,71,0,0.49963567206652804
eqnpo_12m,1.0,12.149901999768252,1,0.9868421052631579,+,0.054533174140113556,0.0240022567920943,75,1,0,0.9999947111371036
netis_at,1.0,-7.934869737904912,-1,0.9473684210526315,-,-0.035683602240885404,0.023131804203628932,4,72,0,0.9996420895392313
age,1.0,8.138675743125901,1,0.9736842105263158,+,0.03190426736937592,0.02086474348774692,74,2,0,0.9997080615962916
at_me,1.0,2.6468159679707717,1,0.75,+,0.014891526794625368,0.028178848018405405,57,19,0,0.9338144730111964
niq_su,1.0,4.746890672246415,1,0.8947368421052632,+,0.010311689672636798,0.011751598804451207,68,8,0,0.9913960326933728
mispricing_mgmt,1.0,9.759580457792502,1,0.9473684210526315,+,0.026098972730868645,0.014322219464048595,72,4,0,0.999942264492646
