,seas_1_1an,resff3_12_1,ret_6_1,ret_12_1,capx_gr1,mispricing_mgmt,emp_gr1,noa_gr1a,inv_gr1,at_gr1,sale_gr1,ami_126d,turnover_126d,me,dolvol,beta_60m,bidaskhl_21d,rmax5_21d,rmax1_21d,rvol_21d,ivol_capm_21d,ivol_ff3_21d,ret_1_0,rmax5_rvol_21d,cash_at,ret_60_12,age,div12m_me,chcsho_12m,eqnpo_12m,netis_at,at_me,be_me,sale_me,ebitda_mev,fcf_me,ni_me,ocf_me,z_score,f_score,o_score,qmj,niq_be,op_at,ocf_at,cop_at,gp_at,ope_be,niq_su,oaccruals_at,taccruals_at
netis_at,0.0,0.0,0.0,0.0,0.3026315789473684,0.3815789473684211,0.35526315789473684,0.35526315789473684,0.35526315789473684,0.35526315789473684,0.35526315789473684,0.0,0.0,0.0,0.0,0.039473684210526314,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.0,0.0,0.18421052631578946,0.15789473684210525,0.2631578947368421,0.2894736842105263,0.32894736842105265,0.32894736842105265,1.0,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.0,0.0,0.0
at_me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.0,0.39473684210526316,0.3815789473684211,0.2631578947368421,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.34210526315789475,1.0,1.0,1.0,0.868421052631579,0.868421052631579,0.868421052631579,0.868421052631579,0.8552631578947368,0.8157894736842105,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.0,0.0,0.0
be_me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.0,0.39473684210526316,0.3815789473684211,0.2631578947368421,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.34210526315789475,1.0,1.0,1.0,0.868421052631579,0.868421052631579,0.868421052631579,0.868421052631579,0.8552631578947368,0.8157894736842105,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.0,0.0,0.0
sale_me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.0,0.39473684210526316,0.3815789473684211,0.2631578947368421,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.34210526315789475,1.0,1.0,1.0,0.868421052631579,0.868421052631579,0.868421052631579,0.868421052631579,0.8552631578947368,0.8157894736842105,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.0,0.0,0.0
ebitda_mev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.0,0.0,0.2631578947368421,0.3026315789473684,0.32894736842105265,0.4868421052631579,0.4868421052631579,0.4868421052631579,0.47368421052631576,0.868421052631579,0.868421052631579,0.868421052631579,1.0,1.0,1.0,1.0,0.9342105263157895,0.9473684210526315,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.0,0.0,0.0
fcf_me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.0,0.0,0.2631578947368421,0.3026315789473684,0.32894736842105265,0.4868421052631579,0.4868421052631579,0.4868421052631579,0.47368421052631576,0.868421052631579,0.868421052631579,0.868421052631579,1.0,1.0,1.0,1.0,0.9342105263157895,0.9473684210526315,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.0,0.0,0.0
ni_me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.0,0.0,0.2631578947368421,0.3026315789473684,0.32894736842105265,0.4868421052631579,0.4868421052631579,0.4868421052631579,0.47368421052631576,0.868421052631579,0.868421052631579,0.868421052631579,1.0,1.0,1.0,1.0,0.9342105263157895,0.9473684210526315,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.0,0.0,0.0
ocf_me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.0,0.0,0.2631578947368421,0.3026315789473684,0.32894736842105265,0.4868421052631579,0.4868421052631579,0.4868421052631579,0.47368421052631576,0.868421052631579,0.868421052631579,0.868421052631579,1.0,1.0,1.0,1.0,0.9342105263157895,0.9473684210526315,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.0,0.0,0.0
z_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.25,0.34210526315789475,0.27631578947368424,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.40789473684210525,0.8552631578947368,0.8552631578947368,0.8552631578947368,0.9342105263157895,0.9342105263157895,0.9342105263157895,0.9342105263157895,1.0,0.9605263157894737,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.0,0.0,0.0
f_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.27631578947368424,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.8157894736842105,0.8157894736842105,0.8157894736842105,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9605263157894737,1.0,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.0,0.0,0.0
o_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
qmj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
niq_be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
op_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ocf_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
cop_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
gp_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ope_be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.09210526315789473,0.0,0.0,0.2236842105263158,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4342105263157895,0.8289473684210527,0.8289473684210527,0.8289473684210527,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
niq_su,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oaccruals_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
taccruals_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
