,ret_60_12,capx_gr1,mispricing_mgmt,emp_gr1,noa_gr1a,inv_gr1,at_gr1,sale_gr1,beta_60m,bidaskhl_21d,rmax5_21d,rmax1_21d,rvol_21d,ivol_capm_21d,ivol_ff3_21d,ami_126d,turnover_126d,me,dolvol,ret_1_0,rmax5_rvol_21d,oaccruals_at,taccruals_at,netis_at,cash_at,at_me,z_score,o_score,f_score,qmj,niq_be,op_at,ocf_at,cop_at,ope_be,gp_at,ebitda_mev,fcf_me,ocf_me,ni_me,be_me,sale_me,age,div12m_me,chcsho_12m,eqnpo_12m,niq_su,seas_1_1an,resff3_12_1,ret_6_1,ret_12_1
op_at,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
ocf_at,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
cop_at,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
ope_be,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
gp_at,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
ebitda_mev,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
fcf_me,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
ocf_me,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
ni_me,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
be_me,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
sale_me,0.5657894736842105,0.14473684210526316,0.19736842105263158,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.40789473684210525,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.09210526315789473,0.2236842105263158,0.5789473684210527,0.5789473684210527,0.7105263157894737,0.9342105263157895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
age,0.4473684210526316,0.14473684210526316,0.21052631578947367,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.6052631578947368,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.5657894736842105,0.5657894736842105,0.5657894736842105,0.5657894736842105,0.2894736842105263,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.5657894736842105,0.7368421052631579,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.8026315789473685,1.0,0.9342105263157895,0.9342105263157895,0.9342105263157895,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
div12m_me,0.4473684210526316,0.13157894736842105,0.19736842105263158,0.17105263157894737,0.17105263157894737,0.17105263157894737,0.17105263157894737,0.17105263157894737,0.5657894736842105,0.5921052631578947,0.5921052631578947,0.5921052631578947,0.5921052631578947,0.5921052631578947,0.5921052631578947,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.23684210526315788,0.3815789473684211,0.42105263157894735,0.42105263157894735,0.5921052631578947,0.8026315789473685,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.9342105263157895,1.0,0.9736842105263158,0.9736842105263158,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
chcsho_12m,0.47368421052631576,0.15789473684210525,0.2236842105263158,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.5657894736842105,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5131578947368421,0.5131578947368421,0.5131578947368421,0.5131578947368421,0.23684210526315788,0.3684210526315789,0.42105263157894735,0.42105263157894735,0.618421052631579,0.7763157894736842,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.9342105263157895,0.9736842105263158,1.0,1.0,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
eqnpo_12m,0.47368421052631576,0.15789473684210525,0.2236842105263158,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.5657894736842105,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5131578947368421,0.5131578947368421,0.5131578947368421,0.5131578947368421,0.23684210526315788,0.3684210526315789,0.42105263157894735,0.42105263157894735,0.618421052631579,0.7763157894736842,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.9342105263157895,0.9736842105263158,1.0,1.0,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421
niq_su,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.07894736842105263
seas_1_1an,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.9342105263157895,0.9342105263157895,0.9342105263157895
resff3_12_1,0.039473684210526314,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.07894736842105263,0.9342105263157895,1.0,0.9868421052631579,0.9868421052631579
ret_6_1,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.0,0.06578947368421052,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.9342105263157895,0.9868421052631579,1.0,1.0
ret_12_1,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.0,0.06578947368421052,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.9342105263157895,0.9868421052631579,1.0,1.0
